motivo,depart,quant_saved,age,saved_formal,incentive,female,married,highschool_completed,reached_b4goal,bolivia,rem_any,provincia,wealthy,puzzle_ica,foto,rem_motive,peru,branch,marketer,joint,joint_single,dc,highint,rewardint,missing_inc,inc_7d,hyperbolic,missing_savamt,missing_havesaved,missing_savedwhere,missing_savwhynot,missing_satisfied,missing_satisfy,missing_regretspend,saved_asmuch,spent_b4isaved,philippines,country,late_rem_any,log_quant_saved,rem_any_peru,rem_any_phil,rem_any_boli,missing_female,missing_age,missing_highschool_completed,missing_married,missing_saved_formal,missing_inc_7d,missing_wealthy,missing_hyperbolic,missing_saved_asmuch,missing_spent_b4isaved,missing_number_account,ivhquant_saved,logalt_quant_saved,gain_rem,loss_rem,noincentive,rem_no_motive,masterid
"OTROS",0,58.9086,58,0,,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.0928202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,1,0,0,1,70
"OTROS",0,39.2724,37,0,,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,2306
"EMERGENCIAS, IMPREVISTOS",0,39.2724,64,0,,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,331
"EMERGENCIAS, IMPREVISTOS",0,39.2724,29,0,,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,0,0,0,588
"",0,2.284,33,1,,1,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,37.115,0,0,0,0,1,0,0,0,0,0,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,7540
"OTROS",0,39.2724,29,0,,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,0,0,0,2302
"",0,2.284,30,1,,0,1,1,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,45.68,0,0,0,0,0,0,0,0,1,1,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,11446
"",0,2.284,21,0,,1,0,0,0,0,1,0,0,0,0,0,0,2,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,4220
"",0,2.284,38,1,,1,1,1,0,0,1,0,1,0,0,0,0,2,8,1,0,0,1,0,0,251.24,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,4475
"EDUCACION",0,98.181,35,0,,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,0,1,0,1,1795
"EMERGENCIAS, IMPREVISTOS",0,32.727,33,1,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.5182986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181581,3.4885058,0,0,0,0,721
"EMERGENCIAS, IMPREVISTOS",0,26.1816,30,0,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.3025403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9585686,3.2654388,0,1,0,1,2647
"EMERGENCIAS, IMPREVISTOS",0,49.0905,21,0,,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.9138315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5869164,3.8938692,1,0,0,1,1964
"EMERGENCIAS, IMPREVISTOS",0,196.362,30,0,,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,5.2850394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,0,0,0,0,5
"",0,2.284,59,1,,1,1,1,0,0,1,0,1,0,0,0,0,3,16,1,0,0,0,0,0,34.26,0,1,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,6179
"OTROS",0,39.2724,89,1,,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,242
"",0,2.284,44,1,,1,0,0,0,0,1,0,1,0,0,0,0,2,7,1,0,0,0,1,0,34.26,0,0,0,0,1,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,6959
"",0,2.284,40,1,,1,1,1,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,1,0,137.04,0,0,0,0,1,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,12226
"OTROS",0,26.1816,21,0,,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.3025403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9585686,3.2654388,0,1,0,1,2288
"OTROS",0,39.2724,44,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,0,483
"",0,2.284,29,1,,1,0,1,0,0,1,0,1,0,0,0,0,2,15,0,1,0,1,0,0,11.42,1,0,0,0,0,0,0,0,1,1,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,3506
"",0,2.284,42,1,,0,1,1,0,0,0,0,1,0,0,0,0,1,14,0,0,0,0,1,0,57.1,0,0,0,0,1,0,0,0,0,0,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,11408
"EMERGENCIAS, IMPREVISTOS",0,39.2724,40,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,2284
"EMERGENCIAS, IMPREVISTOS",0,39.2724,20,0,,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,2670
"OTROS",0,58.9086,43,0,,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.0928202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,1,0,0,1,844
"EDUCACION",0,39.2724,35,0,,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,1219
"EMERGENCIAS, IMPREVISTOS",0,392.724,53,0,,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.9756503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666256,5.9731326,1,0,0,0,430
"EDUCACION",0,98.181,46,0,,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,0,1,0,0,240
"EMERGENCIAS, IMPREVISTOS",0,39.2724,18,0,,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,1801
"EDUCACION",0,58.9086,51,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.0928202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,0,1,0,0,942
"",0,46.61255619628906,19,1,,1,0,1,1,0,1,0,1,0,0,0,0,2,16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,3.8630965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5351324,3.8420844,0,1,0,0,10370
"EDUCACION",0,19.6362,0,0,,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.0270469,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6711698,2.9778841,1,0,0,1,1677
"",0,2.284,28,0,,1,0,1,0,0,1,0,1,0,0,0,0,2,15,0,0,0,0,0,0,9.135999999999999,0,0,0,0,0,0,0,0,1,1,1,3,0,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,6198
"EMERGENCIAS, IMPREVISTOS",0,39.2724,58,0,,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,513
"",0,2.284,19,1,,1,0,1,0,0,0,0,1,0,0,0,0,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,11893
"",0,47.58097275390625,31,1,,1,1,1,1,0,0,0,1,0,0,0,0,1,11,0,0,1,1,0,0,57.1,0,0,0,0,0,0,0,0,1,0,1,3,0,3.8832319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5556908,3.862643,0,0,0,0,3946
"EMERGENCIAS, IMPREVISTOS",0,98.181,37,1,,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.5969462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,0,0,0,0,2330
"OTROS",0,39.2724,29,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,822
"OTROS",0,39.2724,23,1,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,0,2242
"EMERGENCIAS, IMPREVISTOS",0,26.1816,21,0,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.3025403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9585686,3.2654388,0,0,0,0,2127
"OTROS",0,98.181,55,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,1,0,0,1,233
"",0,69.25407514648437,32,1,,1,1,1,1,0,1,0,1,0,0,0,0,2,8,0,0,0,0,0,0,29.692,0,0,0,0,0,0,0,0,1,0,1,3,0,4.2521181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9309812,4.2379265,0,1,0,0,12724
"OTROS",0,392.724,44,0,,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.9756503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666256,5.9731326,0,1,0,1,727
"",0,8.362180688476561,26,0,,1,1,1,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,1,0,11.42,0,0,0,0,0,0,0,0,1,0,1,3,0,2.2366784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8204226,2.1249144,0,1,0,0,12336
"EMERGENCIAS, IMPREVISTOS",0,19.6362,18,0,,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.0270469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6711698,2.9778841,0,1,0,1,2260
"",0,7.46868,35,1,,1,1,1,0,0,1,0,1,0,0,0,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2.1363747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7083175,2.0120564,0,1,0,0,3637
"EMERGENCIAS, IMPREVISTOS",0,39.2724,28,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,635
"EMERGENCIAS, IMPREVISTOS",0,13.0908,43,0,,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,2.6455221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2665126,2.5726733,1,0,0,1,723
"EMERGENCIAS, IMPREVISTOS",0,39.2724,47,0,,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,2256
"",0,52.54593485351563,52,0,,1,1,1,1,0,0,0,0,0,0,0,0,2,15,0,0,1,1,0,0,6.851999999999999,1,0,0,0,0,0,0,0,1,1,1,3,0,3.9805398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6549253,3.9618781,0,0,0,0,7943
"EMERGENCIAS, IMPREVISTOS",0,78.5448,21,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.3763204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0568566,4.3637962,0,1,0,1,1481
"EDUCACION",0,196.362,42,0,,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,5.2850394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,0,1,0,1,1034
"OTROS",0,98.181,26,0,,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,1,0,0,1,1865
"",0,68.63145652343749,28,1,,0,0,1,1,0,0,0,1,0,0,0,0,2,8,0,0,1,0,0,0,29.692,0,0,0,0,0,0,0,0,1,1,1,3,0,4.2432165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9219513,4.2288966,0,0,0,0,3340
"EMERGENCIAS, IMPREVISTOS",0,32.727,24,0,,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.5182986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181581,3.4885058,0,1,0,1,2635
"",0,55.04462862304688,18,0,,1,0,0,0,0,1,0,1,0,0,0,0,2,8,0,0,0,0,1,0,11.42,0,0,0,0,0,0,0,0,1,1,1,3,0,4.0261483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7013741,4.0083261,0,1,0,0,7201
"EMERGENCIAS, IMPREVISTOS",0,39.2724,64,0,,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,1571
"",0,57.26810485351562,34,1,,1,0,1,1,0,1,0,1,0,0,0,0,3,12,0,0,0,1,0,0,45.68,0,0,0,0,1,0,0,0,0,0,1,3,1,4.0650549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7409673,4.0479183,1,0,0,0,3470
"EMERGENCIAS, IMPREVISTOS",0,39.2724,30,0,,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,1176
"MEJORAMIENTO DE VIVIENDA",0,58.9086,47,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.0928202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,0,1,0,1,2404
"",0,18.28159240966797,28,0,,1,1,1,0,0,1,0,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,2.9591508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5997891,2.9064415,0,1,0,0,13165
"EMERGENCIAS, IMPREVISTOS",0,98.181,18,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,1,0,0,0,959
"EMERGENCIAS, IMPREVISTOS",0,6.5454,45,0,,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,2.0209382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5776947,1.8802892,0,0,0,0,2561
"",0,46.05274757324219,30,0,,1,1,0,1,0,1,0,1,0,0,0,0,3,1,1,0,0,0,1,0,34.26,0,0,0,0,0,0,0,0,1,0,1,3,0,3.8512692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5230527,3.8300045,0,1,0,0,4669
"",0,2.284,18,0,,1,0,1,0,0,1,0,1,0,0,0,0,3,4,1,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,1,1,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,6741
"EDUCACION",0,32.727,0,0,,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.5182986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.181581,3.4885058,0,0,0,0,2237
"EMERGENCIAS, IMPREVISTOS",0,39.2724,36,0,,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,2704
"COMPRA DE VIVIENDA",0,45.8178,38,0,,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.8462634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5179391,3.8248909,0,1,0,1,1502
"OTROS",0,196.362,36,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.2850394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,1,0,0,0,736
"",0,114.3169434765625,24,0,,1,0,1,1,0,1,0,0,0,0,0,0,1,11,1,0,1,1,0,0,27.408,0,0,0,0,0,0,0,0,1,0,1,3,1,4.7476845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.4321413,4.7390623,0,1,0,0,6342
"",0,6.851999999999999,44,0,,0,1,0,0,0,1,0,1,0,0,0,0,2,8,0,1,0,1,0,0,34.26,0,0,0,0,0,0,0,0,1,0,1,3,1,2.0607684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6229706,1.9259989,0,1,0,0,5240
"",0,31.20377826171875,47,1,,1,1,1,0,0,1,0,0,0,0,0,0,2,8,1,0,0,0,0,0,31.976,0,0,0,0,0,0,0,0,1,0,1,3,0,3.4720838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1339431,3.4408596,1,0,0,0,3904
"",0,12.562,20,0,,1,0,0,0,0,1,0,1,0,0,0,0,2,7,0,1,0,0,1,0,15.5312,0,0,0,0,1,0,0,0,0,0,1,3,1,2.6072717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.225404,2.5314722,0,1,0,0,9908
"EMERGENCIAS, IMPREVISTOS",0,39.2724,45,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,0,2768
"",0,4.574852069702148,36,1,,1,1,1,0,0,1,0,1,0,0,0,0,2,8,0,1,1,0,0,0,41.112,0,0,0,0,0,0,0,0,1,1,1,3,1,1.7182658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2254579,1.5227579,0,1,0,0,11700
"",0,2.284,27,0,,1,1,0,0,0,1,0,1,0,0,0,0,1,10,0,0,0,0,1,0,114.2,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,7422
"EQUIPAMIENTO DE LA CASA",0,39.2724,49,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,384
"",0,2.284,24,0,,1,0,0,0,0,1,0,1,0,0,0,0,2,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.5638802,.83029699,0,1,0,0,11192
"COMPRA DE VEHICULO",0,78.5448,29,0,,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.3763204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0568566,4.3637962,0,1,0,1,1699
"OTROS",0,13.0908,26,1,,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,2.6455221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2665126,2.5726733,1,0,0,1,2222
"",0,58.36305311523437,58,1,,1,0,0,1,0,1,0,1,0,0,0,0,3,4,1,0,1,0,1,0,34.26,0,0,0,0,0,0,0,0,1,0,1,3,1,4.083672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7599034,4.0668545,0,1,0,0,4770
"EMERGENCIAS, IMPREVISTOS",0,39.2724,35,0,,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,2220
"",0,2.284,45,1,,0,1,1,0,0,1,0,1,0,0,0,0,1,14,1,0,0,0,0,0,41.112,0,0,0,0,1,0,0,0,0,0,1,3,0,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,10681
"",0,2.284,35,1,,1,1,1,0,0,1,0,1,0,0,0,0,1,14,0,1,0,0,0,0,319.76,1,0,0,0,1,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,3201
"COMPRA DE TERRENO",0,6.5454,35,0,,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,2.0209382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5776947,1.8802892,0,1,0,0,2217
"",0,15.07896827880859,21,0,,0,0,1,0,0,1,0,1,0,0,0,0,1,10,1,0,0,0,0,0,34.26,0,0,0,0,0,0,0,0,1,0,1,3,1,2.7775121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4075458,2.713964,0,1,0,0,13557
"",0,2.284,57,1,,1,1,1,0,0,0,0,1,0,0,0,0,1,11,0,0,0,1,0,0,57.1,0,0,0,0,0,0,0,0,1,0,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,5018
"MEJORAMIENTO DE VIVIENDA",0,98.181,63,1,,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,1,0,0,1,1206
"MEJORAMIENTO DE VIVIENDA",0,58.9086,33,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.0928202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,1,0,0,0,1409
"",0,47.96925275390625,34,1,,1,1,1,0,0,1,0,1,0,0,0,0,2,8,1,0,1,0,0,0,77.65599999999999,0,0,0,0,0,0,0,0,1,0,1,3,1,3.8911927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5638161,3.8707688,1,0,0,0,10641
"EMERGENCIAS, IMPREVISTOS",0,32.727,24,0,,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.5182986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181581,3.4885058,1,0,0,1,2211
"OTROS",0,39.2724,25,0,,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,0,0,0,2640
"EVENTOS SOCIALES Y FAMILIARES",0,39.2724,55,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,0,99
"",0,57.63742586914062,19,0,,0,0,1,1,0,1,0,1,0,0,0,0,2,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4.071373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7473946,4.0543456,1,0,0,0,11910
"MEJORAMIENTO DE VIVIENDA",0,39.2724,32,0,,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,0,0,0,1309
