motivo,depart,quant_saved,age,saved_formal,incentive,female,married,highschool_completed,reached_b4goal,bolivia,rem_any,provincia,wealthy,puzzle_ica,foto,rem_motive,peru,branch,marketer,joint,joint_single,dc,highint,rewardint,missing_inc,inc_7d,hyperbolic,missing_savamt,missing_havesaved,missing_savedwhere,missing_savwhynot,missing_satisfied,missing_satisfy,missing_regretspend,saved_asmuch,spent_b4isaved,philippines,country,late_rem_any,log_quant_saved,rem_any_peru,rem_any_phil,rem_any_boli,missing_female,missing_age,missing_highschool_completed,missing_married,missing_saved_formal,missing_inc_7d,missing_wealthy,missing_hyperbolic,missing_saved_asmuch,missing_spent_b4isaved,missing_number_account,ivhquant_saved,logalt_quant_saved,gain_rem,loss_rem,noincentive,rem_no_motive,masterid
"",4,86.51400000000001,42.635616,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,0,0,9446
"",4,173.028,42.764385,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,0,1,0,0,8484
"",4,259.542,70.698631,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,1,0,1,0,5996
"",4,14.419,25.271233,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.7356005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3628943,2.66924,0,1,1,0,9159
"",4,76.42070000000001,25.142466,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.3492541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0294437,4.3363843,0,0,0,0,11519
"",4,86.51400000000001,62.4137,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,1,0,9435
"",4,24.5123,28.430138,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2391608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8927381,3.1995828,0,0,0,0,5534
"",4,43.25700000000001,37.219177,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,1,0,0,13375
"",4,0,31.038357,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,5495
"",4,21.6285,26.627398,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,0,0,0,4859
"",4,86.51400000000001,19.873972,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,1,0,12688
"",4,28.838,32.912331,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,6211
"",4,144.19,40.61644,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.9780431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6642909,4.9712014,0,0,0,0,8924
"",4,25.9542,24.619179,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2941391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9498515,3.2567186,1,0,1,0,11535
"",4,17.3028,44.865753,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,1,0,1,0,13311
"",4,0,21.635616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,11542
"",4,129.771,39.90411,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.8734479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5589333,4.8658485,1,0,0,0,5447
"",4,50.4665,21.879452,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.9409311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6145549,3.9215078,1,0,1,0,3219
"",4,86.51400000000001,27.128767,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,1,0,4654
"",4,0,62.734245,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,7513
"",4,5.767600000000001,54.871231,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,0,1,0,0,13277
"",4,173.028,36.799999,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,0,1,1,0,11548
"",4,0,59.978081,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,12290
"",4,28.838,25.684931,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,12931
"",4,116.7939,24.038357,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.7689366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4535766,4.7604966,0,0,0,0,8499
"",4,10.0933,24.509588,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.4063413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0074639,2.3128622,0,1,0,0,6669
"",4,12.9771,21.279451,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.6374202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2578146,2.5639565,0,0,0,0,6734
"",4,8.651400000000001,25.361645,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.267103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8541918,2.1588764,0,1,0,0,9991
"",4,173.028,60.326027,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,1,0,1,0,13000
"",4,185.3490350599671,23.89863,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.2276216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9153953,5.2222948,0,0,0,0,9409
"",4,60.5598,31.169863,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.1200089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7968469,4.1037965,0,1,0,0,10576
"",4,194.6565,52.580822,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.2763605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9643903,5.2712879,0,0,0,0,9573
"",4,246.5649,42.101372,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.511673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2007766,5.5076656,0,1,0,0,12980
"",4,136.9805,20.865753,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.9271126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.612999,4.9199114,0,0,0,0,3460
"",4,86.51400000000001,22.942465,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,0,0,4805
"",4,0,24.227398,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,5213
"",4,51.90840000000001,30.742466,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.9685621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6427207,3.9496732,0,0,0,0,10715
"",4,5.767600000000001,56.778084,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,0,0,0,0,8880
"",4,43.25700000000001,58.449314,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,1,0,0,0,6471
"",4,432.5700000000001,34.372604,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.0720534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7628927,6.0697675,0,1,1,0,9108
"",4,778.6260000000001,27.923288,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.6588144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3506784,6.6575437,0,0,0,0,11481
"",4,0,29.115068,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,6527
"",4,17.3028,58.224659,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,0,1,1,0,11177
"",4,432.5700000000001,65.567123,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.0720534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7628927,6.0697675,0,0,0,0,11579
"",4,34.6056,31.975342,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.5725029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2373714,3.5443044,0,0,0,0,3026
"",4,28.838,59.350685,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,9372
"",4,302.799,39.805481,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.7163663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.406219,5.7131023,0,0,0,0,3411
"",4,36.04750000000001,28.942465,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.612201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2781773,3.585115,0,0,0,0,5704
"",4,21.6285,33.367123,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,1,0,0,10424
"",4,4.3257,30.947945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.6725441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1708217,1.4668831,0,0,0,0,8773
"",4,50.4665,13.501369,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.9409311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6145549,3.9215078,0,1,0,0,8464
"",4,50.4665,47.104111,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.9409311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6145549,3.9215078,1,0,1,0,11584
"",4,86.51400000000001,63.687672,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,9367
"",4,0,13.213698,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9579
"",4,331.6370000000001,23.690411,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.8070517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4971905,5.8040709,0,0,0,0,6626
"",4,865.1400000000001,55.704109,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.7640467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.456039,6.7629027,0,1,1,0,13016
"",4,50.4665,30.339725,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.9409311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6145549,3.9215078,0,0,0,0,9131
"",4,0,30.290411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,7558
"",4,79.3045,42.249313,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.3858256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0664816,4.3734212,0,1,0,0,5028
"",4,865.1400000000001,20.690411,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.7640467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.456039,6.7629027,0,0,0,0,5406
"",4,850.7210000000001,24.756165,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.7472591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4392319,6.7460961,1,0,1,0,11605
"",4,86.51400000000001,46.824657,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,0,0,7074
"",4,28.838,23.498631,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,1,0,0,4416
"",4,86.51400000000001,47.252056,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,1,0,7046
"",4,44.6989,24.852055,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.8220742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4932213,3.8001726,0,0,0,0,4041
"",4,389.313,44.320549,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.966949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6575327,5.9644094,0,0,0,0,3962
"",4,43.25700000000001,42.679451,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,1,0,0,7242
"",4,25.9542,32.928768,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2941391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9498515,3.2567186,1,0,0,0,9076
"",4,34.6056,46.638355,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.5725029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2373714,3.5443044,0,0,0,0,4175
"",4,0,18.619179,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,7310
"",4,36.04750000000001,50.375343,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.612201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.2781773,3.585115,0,1,1,0,2998
"",4,144.19,37.556164,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.9780431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6642909,4.9712014,0,1,1,0,9560
"",4,173.028,26.682192,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,1,0,0,0,5074
"",4,0,62.799999,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,9373
"",4,86.51400000000001,67.59726,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,1,0,13079
"",4,1153.52,39.30685,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,7.0514398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.743721,7.0505819,1,0,1,0,4975
"",4,0,35.482193,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,9217
"",4,14.419,23.621918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.7356005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3628943,2.66924,0,0,0,0,4238
"",4,14.419,33.495892,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.7356005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3628943,2.66924,0,0,0,0,10722
"",4,0,25.572603,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,6476
"",4,31.7218,28.602739,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.4880416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1503997,3.4573193,1,0,0,0,9975
"",4,21.6285,26.687672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,0,0,0,13216
"",4,43.25700000000001,28.032877,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,0,0,0,9368
"",4,5.767600000000001,45.567123,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,0,0,0,0,10326
"",4,108.1425,31.764383,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6926541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3766184,4.6835423,1,0,0,0,3693
"",4,144.19,43.4137,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.9780431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6642909,4.9712014,0,0,0,0,11885
"",4,10.38168,24.131506,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.4320049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0355015,2.3410056,0,0,0,0,9978
"",4,7.2095,21.079453,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.1052921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6733222,1.9767857,0,0,0,0,9365
"",4,86.51400000000001,23.441095,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,9364
"",4,0,31.189041,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,12804
"",4,173.028,48.334248,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,0,0,0,0,10626
"",4,20.1866,43.70137,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.0533688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6987791,3.0055144,0,0,0,0,7059
"",4,115.352,56.61644,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.7566199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4411545,4.748075,1,0,1,0,12880
"",4,1.4419,62.728767,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,.89277643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.162097,.37287304,1,0,0,0,6684
"",4,86.51400000000001,34.213699,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,3513
"",4,57.676,22.295891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.072031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7480636,4.0550146,0,0,0,0,12330
"",4,11.5352,28.769863,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.5285406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.140424,2.4462698,0,0,0,0,6117
"",4,43.25700000000001,26.553425,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,1,0,0,11632
"",4,86.51400000000001,24.90959,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,0,0,13472
"",4,230.704,25.863014,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.4454608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1342874,5.4411788,0,0,0,0,9166
"",4,0,31.723288,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9234
